Registro;Nombre;Referencia de Tramite;Equivalencia Terapéutica o Biosimilar;Titular;Estado del Registro;Resolución Inscríbase;Fecha Inscríbase;Ultima Renovación;Fecha Próxima renovación;Régimen;Vía Administración;Condición de Venta;Expende tipo establecimiento;Indicación;Fecha Próxima Renovación;Procesado
F-21060/14;;;;;;;;;;;;;;;;False
F-11993/02;;;;;;;;;;;;;;;;False
F-14870/10;;;;;;;;;;;;;;;;False
F-14869/10;;;;;;;;;;;;;;;;False
F-11822/17;;;;;;;;;;;;;;;;False
F-21316/19;;;;;;;;;;;;;;;;False
F-11823/17;;;;;;;;;;;;;;;;False
F-21317/19;;;;;;;;;;;;;;;;False
F-11824/17;;;;;;;;;;;;;;;;False
F-21318/19;;;;;;;;;;;;;;;;False
F-11825/17;;;;;;;;;;;;;;;;False
F-21319/19;;;;;;;;;;;;;;;;False
F-12903/13;;;;;;;;;;;;;;;;False
F-12748/03;;;;;;;;;;;;;;;;False
F-19469/12;;;;;;;;;;;;;;;;False
F-12616/07;;;;;;;;;;;;;;;;False
F-12615/12;;;;;;;;;;;;;;;;False
B-530/10;;;;;;;;;;;;;;;;False
F-19405/12;;;;;;;;;;;;;;;;False
F-23398/17;;;;;;;;;;;;;;;;False
F-4244/05;;;;;;;;;;;;;;;;False
F-1981/19;;;;;;;;;;;;;;;;False
F-20135/12;;;;;;;;;;;;;;;;False
F-20136/12;;;;;;;;;;;;;;;;False
F-11991/17;;;;;;;;;;;;;;;;False
F-12612/12;;;;;;;;;;;;;;;;False
F-11606/11;;;;;;;;;;;;;;;;False
F-6414/00;;;;;;;;;;;;;;;;False
F-6413/00;;;;;;;;;;;;;;;;False
F-23642/17;;;;;;;;;;;;;;;;False
F-21057/14;;;;;;;;;;;;;;;;False
F-21058/14;;;;;;;;;;;;;;;;False
F-14224/14;;;;;;;;;;;;;;;;False
F-14225/04;;;;;;;;;;;;;;;;False
F-20668/13;;;;;;;;;;;;;;;;False
F-8834/06;;;;;;;;;;;;;;;;False
F-8835/06;;;;;;;;;;;;;;;;False
F-8836/11;;;;;;;;;;;;;;;;False
F-8837/11;;;;;;;;;;;;;;;;False
F-757/98;;;;;;;;;;;;;;;;False
F-23580/17;;;;;;;;;;;;;;;;False
F-19229/12;;;;;;;;;;;;;;;;False
F-10152/01;;;;;;;;;;;;;;;;False
F-10153/01;;;;;;;;;;;;;;;;False
F-4068/00;;;;;;;;;;;;;;;;False
F-4069/00;;;;;;;;;;;;;;;;False
F-10154/01;;;;;;;;;;;;;;;;False
F-10155/01;;;;;;;;;;;;;;;;False
F-4067/00;;;;;;;;;;;;;;;;False
F-19529/17;;;;;;;;;;;;;;;;False
F-19304/17;;;;;;;;;;;;;;;;False
F-24609/19;;;;;;;;;;;;;;;;False
F-16229/07;;;;;;;;;;;;;;;;False
F-14073/04;;;;;;;;;;;;;;;;False
F-1974/19;;;;;;;;;;;;;;;;False
F-8064/01;;;;;;;;;;;;;;;;False
F-15371/11;;;;;;;;;;;;;;;;False
F-16388/07;;;;;;;;;;;;;;;;False
F-24113/18;;;;;;;;;;;;;;;;False
F-11571/11;;;;;;;;;;;;;;;;False
F-11572/11;;;;;;;;;;;;;;;;False
F-8075/01;;;;;;;;;;;;;;;;False
F-7838/01;;;;;;;;;;;;;;;;False
F-8682/06;;;;;;;;;;;;;;;;False
F-9810/01;;;;;;;;;;;;;;;;False
F-11906/02;;;;;;;;;;;;;;;;False
F-10379/01;;;;;;;;;;;;;;;;False
F-16447/07;;;;;;;;;;;;;;;;False
F-12378/07;;;;;;;;;;;;;;;;False
F-16467/07;;;;;;;;;;;;;;;;False
F-17521/09;;;;;;;;;;;;;;;;False
F-19083/16;;;;;;;;;;;;;;;;False
F-19060/11;;;;;;;;;;;;;;;;False
F-12379/07;;;;;;;;;;;;;;;;False
F-24473/18;;;;;;;;;;;;;;;;False
F-17520/09;;;;;;;;;;;;;;;;False
F-16500/12;;;;;;;;;;;;;;;;False
F-24795/19;;;;;;;;;;;;;;;;False
F-13332/03;;;;;;;;;;;;;;;;False
F-13331/03;;;;;;;;;;;;;;;;False
F-2763/14;;;;;;;;;;;;;;;;False
F-11599/11;;;;;;;;;;;;;;;;False
F-7471/01;;;;;;;;;;;;;;;;False
F-8926/11;;;;;;;;;;;;;;;;False
F-9113/01;;;;;;;;;;;;;;;;False
F-19457/17;;;;;;;;;;;;;;;;False
F-8197/11;;;;;;;;;;;;;;;;False
F-8198/11;;;;;;;;;;;;;;;;False
F-690/08;;;;;;;;;;;;;;;;False
F-14720/15;;;;;;;;;;;;;;;;False
F-14721/15;;;;;;;;;;;;;;;;False
F-14722/10;;;;;;;;;;;;;;;;False
F-20574/18;;;;;;;;;;;;;;;;False
F-14723/10;;;;;;;;;;;;;;;;False
F-16634/12;;;;;;;;;;;;;;;;False
F-16470/12;;;;;;;;;;;;;;;;False
F-12847/13;;;;;;;;;;;;;;;;False
F-12848/13;;;;;;;;;;;;;;;;False
F-12849/13;;;;;;;;;;;;;;;;False
F-12850/13;;;;;;;;;;;;;;;;False
F-10563/06;;;;;;;;;;;;;;;;False
F-21518/19;;;;;;;;;;;;;;;;False
F-8/12;;;;;;;;;;;;;;;;False
F-7/12;;;;;;;;;;;;;;;;False
F-131/07;;;;;;;;;;;;;;;;False
F-19017/11;;;;;;;;;;;;;;;;False
F-19018/11;;;;;;;;;;;;;;;;False
F-8244/11;;;;;;;;;;;;;;;;False
F-8245/11;;;;;;;;;;;;;;;;False
F-2850/14;;;;;;;;;;;;;;;;False
F-8246/01;;;;;;;;;;;;;;;;False
F-5649/10;;;;;;;;;;;;;;;;False
F-19946/18;;;;;;;;;;;;;;;;False
F-10157/11;;;;;;;;;;;;;;;;False
F-371/98;;;;;;;;;;;;;;;;False
F-15746/06;;;;;;;;;;;;;;;;False
F-15747/06;;;;;;;;;;;;;;;;False
F-21946/15;;;;;;;;;;;;;;;;False
F-21236/19;;;;;;;;;;;;;;;;False
F-23267/16;;;;;;;;;;;;;;;;False
F-21807/20;;;;;;;;;;;;;;;;False
F-10256/01;;;;;;;;;;;;;;;;False
F-10257/01;;;;;;;;;;;;;;;;False
F-17865/14;;;;;;;;;;;;;;;;False
F-12631/07;;;;;;;;;;;;;;;;False
F-21753/15;;;;;;;;;;;;;;;;False
F-10600/01;;;;;;;;;;;;;;;;False
F-10601/01;;;;;;;;;;;;;;;;False
F-10597/01;;;;;;;;;;;;;;;;False
B-2315/18;;;;;;;;;;;;;;;;False
B-2314/18;;;;;;;;;;;;;;;;False
F-14045/14;;;;;;;;;;;;;;;;False
F-14046/14;;;;;;;;;;;;;;;;False
F-8525/11;;;;;;;;;;;;;;;;False
F-21447/19;;;;;;;;;;;;;;;;False
F-7499/16;;;;;;;;;;;;;;;;False
F-7196/00;;;;;;;;;;;;;;;;False
F-22764/16;;;;;;;;;;;;;;;;False
F-23433/17;;;;;;;;;;;;;;;;False
F-22765/16;;;;;;;;;;;;;;;;False
F-23306/17;;;;;;;;;;;;;;;;False
B-2075/19;;;;;;;;;;;;;;;;False
F-4136/10;;;;;;;;;;;;;;;;False
F-4137/10;;;;;;;;;;;;;;;;False
F-4132/10;;;;;;;;;;;;;;;;False
F-10689/06;;;;;;;;;;;;;;;;False
F-10688/11;;;;;;;;;;;;;;;;False
F-4134/10;;;;;;;;;;;;;;;;False
F-4135/15;;;;;;;;;;;;;;;;False
F-16792/18;;;;;;;;;;;;;;;;False
F-19089/11;;;;;;;;;;;;;;;;False
F-22453/16;;;;;;;;;;;;;;;;False
F-16776/18;;;;;;;;;;;;;;;;False
F-12500/12;;;;;;;;;;;;;;;;False
F-9125/06;;;;;;;;;;;;;;;;False
F-9126/06;;;;;;;;;;;;;;;;False
B-832/00;;;;;;;;;;;;;;;;False
F-7112/00;;;;;;;;;;;;;;;;False
F-2023/19;;;;;;;;;;;;;;;;False
F-2442/19;;;;;;;;;;;;;;;;False
F-7111/00;;;;;;;;;;;;;;;;False
F-10814/06;;;;;;;;;;;;;;;;False
F-228/17;;;;;;;;;;;;;;;;False
F-13598/09;;;;;;;;;;;;;;;;False
F-13599/09;;;;;;;;;;;;;;;;False
F-226/17;;;;;;;;;;;;;;;;False
F-25843/20;;;;;;;;;;;;;;;;False
F-227/07;;;;;;;;;;;;;;;;False
F-10690/16;;;;;;;;;;;;;;;;False
F-836/03;;;;;;;;;;;;;;;;False
F-15368/15;;;;;;;;;;;;;;;;False
F-15643/11;;;;;;;;;;;;;;;;False
F-15644/11;;;;;;;;;;;;;;;;False
F-6665/05;;;;;;;;;;;;;;;;False
F-6666/15;;;;;;;;;;;;;;;;False
F-20804/24;;;;;;;;;;;;;;;;False
F-28035/24;;;;;;;;;;;;;;;;False
F-12258/22;;;;;;;;;;;;;;;;False
F-28289/24;;;;;;;;;;;;;;;;False
F-3237/20;;;;;;;;;;;;;;;;False
F-18112/20;;;;;;;;;;;;;;;;False
F-18141/20;;;;;;;;;;;;;;;;False
F-15007/20;;;;;;;;;;;;;;;;False
F-21996/20;;;;;;;;;;;;;;;;False
F-21997/20;;;;;;;;;;;;;;;;False
F-21998/20;;;;;;;;;;;;;;;;False
F-21999/20;;;;;;;;;;;;;;;;False
F-15008/20;;;;;;;;;;;;;;;;False
F-22557/21;;;;;;;;;;;;;;;;False
F-9867/21;;;;;;;;;;;;;;;;False
F-8090/21;;;;;;;;;;;;;;;;False
B-141/23;;;;;;;;;;;;;;;;False
F-8088/21;;;;;;;;;;;;;;;;False
F-5985/20;;;;;;;;;;;;;;;;False
F-14651/20;;;;;;;;;;;;;;;;False
F-25303/20;;;;;;;;;;;;;;;;False
F-22574/21;;;;;;;;;;;;;;;;False
F-22191/20;;;;;;;;;;;;;;;;False
F-18000/20;;;;;;;;;;;;;;;;False
F-24760/22;;;;;;;;;;;;;;;;False
F-6220/20;;;;;;;;;;;;;;;;False
F-23199/21;;;;;;;;;;;;;;;;False
F-23200/21;;;;;;;;;;;;;;;;False
F-23201/21;;;;;;;;;;;;;;;;False
F-12092/22;;;;;;;;;;;;;;;;False
F-14082/24;;;;;;;;;;;;;;;;False
F-27512/23;;;;;;;;;;;;;;;;False
F-27511/23;;;;;;;;;;;;;;;;False
F-22959/21;;;;;;;;;;;;;;;;False
F-22960/21;;;;;;;;;;;;;;;;False
F-22164/20;;;;;;;;;;;;;;;;False
F-23319/22;;;;;;;;;;;;;;;;False
F-22165/20;;;;;;;;;;;;;;;;False
F-23317/22;;;;;;;;;;;;;;;;False
F-26016/21;;;;;;;;;;;;;;;;False
F-26041/21;;;;;;;;;;;;;;;;False
F-26018/21;;;;;;;;;;;;;;;;False
F-6875/20;;;;;;;;;;;;;;;;False
B-590/19;;;;;;;;;;;;;;;;False
F-20232/23;;;;;;;;;;;;;;;;False
F-8278/21;;;;;;;;;;;;;;;;False
F-19170/21;;;;;;;;;;;;;;;;False
F-24064/23;;;;;;;;;;;;;;;;False
B-438/24;;;;;;;;;;;;;;;;False
F-19165/21;;;;;;;;;;;;;;;;False
F-19087/21;;;;;;;;;;;;;;;;False
B-1901/20;;;;;;;;;;;;;;;;False
B-1100/21;;;;;;;;;;;;;;;;False
F-18161/20;;;;;;;;;;;;;;;;False
F-21270/24;;;;;;;;;;;;;;;;False
F-24019/23;;;;;;;;;;;;;;;;False
F-24403/23;;;;;;;;;;;;;;;;False
F-17586/24;;;;;;;;;;;;;;;;False
F-12132/22;;;;;;;;;;;;;;;;False
F-26373/21;;;;;;;;;;;;;;;;False
F-14276/24;;;;;;;;;;;;;;;;False
F-22104/20;;;;;;;;;;;;;;;;False
F-16205/22;;;;;;;;;;;;;;;;False
F-16204/22;;;;;;;;;;;;;;;;False
F-16544/22;;;;;;;;;;;;;;;;False
F-16715/23;;;;;;;;;;;;;;;;False
F-28344/24;;;;;;;;;;;;;;;;False
F-23155/21;;;;;;;;;;;;;;;;False
F-12255/22;;;;;;;;;;;;;;;;False
F-28649/24;;;;;;;;;;;;;;;;False
F-15579/21;;;;;;;;;;;;;;;;False
F-15580/21;;;;;;;;;;;;;;;;False
F-12254/22;;;;;;;;;;;;;;;;False
F-28584/24;;;;;;;;;;;;;;;;False
F-7877/21;;;;;;;;;;;;;;;;False
F-9331/21;;;;;;;;;;;;;;;;False
F-22809/21;;;;;;;;;;;;;;;;False
F-22804/21;;;;;;;;;;;;;;;;False
F-12066/22;;;;;;;;;;;;;;;;False
F-8380/21;;;;;;;;;;;;;;;;False
F-913/23;;;;;;;;;;;;;;;;False
F-24803/24;;;;;;;;;;;;;;;;False
F-21892/20;;;;;;;;;;;;;;;;False
F-20569/23;;;;;;;;;;;;;;;;False
F-20568/23;;;;;;;;;;;;;;;;False
F-4108/20;;;;;;;;;;;;;;;;False
F-26030/21;;;;;;;;;;;;;;;;False
F-14472/20;;;;;;;;;;;;;;;;False
F-20603/23;;;;;;;;;;;;;;;;False
F-3550/20;;;;;;;;;;;;;;;;False
F-17894/20;;;;;;;;;;;;;;;;False
F-21684/20;;;;;;;;;;;;;;;;False
F-28393/24;;;;;;;;;;;;;;;;False
F-12610/22;;;;;;;;;;;;;;;;False
F-12611/22;;;;;;;;;;;;;;;;False
F-5680/20;;;;;;;;;;;;;;;;False
F-19549/22;;;;;;;;;;;;;;;;False
F-19550/22;;;;;;;;;;;;;;;;False
F-19548/22;;;;;;;;;;;;;;;;False
F-21794/20;;;;;;;;;;;;;;;;False
F-21793/20;;;;;;;;;;;;;;;;False
F-21792/20;;;;;;;;;;;;;;;;False
F-18115/20;;;;;;;;;;;;;;;;False
F-18114/20;;;;;;;;;;;;;;;;False
F-16676/23;;;;;;;;;;;;;;;;False
F-18016/20;;;;;;;;;;;;;;;;False
F-18017/20;;;;;;;;;;;;;;;;False
F-20237/23;;;;;;;;;;;;;;;;False
F-21921/20;;;;;;;;;;;;;;;;False
F-15934/22;;;;;;;;;;;;;;;;False
F-20888/24;;;;;;;;;;;;;;;;False
F-27126/22;;;;;;;;;;;;;;;;False
F-23863/23;;;;;;;;;;;;;;;;False
F-22064/20;;;;;;;;;;;;;;;;False
F-22066/20;;;;;;;;;;;;;;;;False
F-22065/20;;;;;;;;;;;;;;;;False
F-24378/23;;;;;;;;;;;;;;;;False
F-24593/24;;;;;;;;;;;;;;;;False
F-24115/23;;;;;;;;;;;;;;;;False
F-24224/23;;;;;;;;;;;;;;;;False
F-18326/20;;;;;;;;;;;;;;;;False
F-18333/20;;;;;;;;;;;;;;;;False
F-4112/20;;;;;;;;;;;;;;;;False
F-3316/20;;;;;;;;;;;;;;;;False
F-15495/21;;;;;;;;;;;;;;;;False
F-15494/21;;;;;;;;;;;;;;;;False
B-140/23;;;;;;;;;;;;;;;;False
B-1504/21;;;;;;;;;;;;;;;;False
F-8425/21;;;;;;;;;;;;;;;;False
F-27335/23;;;;;;;;;;;;;;;;False
F-7830/21;;;;;;;;;;;;;;;;False
F-13558/24;;;;;;;;;;;;;;;;False
F-13559/24;;;;;;;;;;;;;;;;False
B-1794/24;;;;;;;;;;;;;;;;False
F-25212/20;;;;;;;;;;;;;;;;False
F-21112/24;;;;;;;;;;;;;;;;False
F-26859/22;;;;;;;;;;;;;;;;False
F-19314/22;;;;;;;;;;;;;;;;False
F-24635/24;;;;;;;;;;;;;;;;False
F-25760/20;;;;;;;;;;;;;;;;False
F-19998/23;;;;;;;;;;;;;;;;False
F-22408/21;;;;;;;;;;;;;;;;False
B-1391/21;;;;;;;;;;;;;;;;False
F-10895/21;;;;;;;;;;;;;;;;False
F-7913/21;;;;;;;;;;;;;;;;False
F-26726/22;;;;;;;;;;;;;;;;False
F-18596/21;;;;;;;;;;;;;;;;False
F-20936/24;;;;;;;;;;;;;;;;False
F-24036/23;;;;;;;;;;;;;;;;False
F-200/22;;;;;;;;;;;;;;;;False
F-26700/22;;;;;;;;;;;;;;;;False
F-26701/22;;;;;;;;;;;;;;;;False
F-18700/21;;;;;;;;;;;;;;;;False
F-7733/21;;;;;;;;;;;;;;;;False
F-7732/21;;;;;;;;;;;;;;;;False
F-27888/23;;;;;;;;;;;;;;;;False
F-19266/22;;;;;;;;;;;;;;;;False
F-25741/20;;;;;;;;;;;;;;;;False
F-7089/20;;;;;;;;;;;;;;;;False
F-7090/20;;;;;;;;;;;;;;;;False
F-23368/22;;;;;;;;;;;;;;;;False
F-21856/20;;;;;;;;;;;;;;;;False
F-28612/24;;;;;;;;;;;;;;;;False
F-25435/20;;;;;;;;;;;;;;;;False
F-25436/20;;;;;;;;;;;;;;;;False
F-23198/21;;;;;;;;;;;;;;;;False
F-23144/21;;;;;;;;;;;;;;;;False
F-17410/24;;;;;;;;;;;;;;;;False
F-22126/20;;;;;;;;;;;;;;;;False
F-18877/21;;;;;;;;;;;;;;;;False
F-18878/21;;;;;;;;;;;;;;;;False
F-21790/20;;;;;;;;;;;;;;;;False
F-21791/20;;;;;;;;;;;;;;;;False
F-22023/20;;;;;;;;;;;;;;;;False
F-18305/20;;;;;;;;;;;;;;;;False
F-18269/20;;;;;;;;;;;;;;;;False
F-18304/20;;;;;;;;;;;;;;;;False
F-16805/23;;;;;;;;;;;;;;;;False
F-22481/21;;;;;;;;;;;;;;;;False
F-28007/24;;;;;;;;;;;;;;;;False
F-18270/20;;;;;;;;;;;;;;;;False
F-24675/24;;;;;;;;;;;;;;;;False
F-15054/20;;;;;;;;;;;;;;;;False
F-16478/22;;;;;;;;;;;;;;;;False
F-22958/21;;;;;;;;;;;;;;;;False
F-23955/23;;;;;;;;;;;;;;;;False
F-22774/21;;;;;;;;;;;;;;;;False
F-26552/21;;;;;;;;;;;;;;;;False
F-15757/21;;;;;;;;;;;;;;;;False
F-24658/24;;;;;;;;;;;;;;;;False
F-24645/24;;;;;;;;;;;;;;;;False
F-12227/22;;;;;;;;;;;;;;;;False
F-12185/22;;;;;;;;;;;;;;;;False
F-10148/21;;;;;;;;;;;;;;;;False
F-22032/20;;;;;;;;;;;;;;;;False
F-24709/24;;;;;;;;;;;;;;;;False
F-10911/21;;;;;;;;;;;;;;;;False
F-27500/23;;;;;;;;;;;;;;;;False
F-27513/23;;;;;;;;;;;;;;;;False
F-15012/20;;;;;;;;;;;;;;;;False
F-3899/20;;;;;;;;;;;;;;;;False
F-4171/20;;;;;;;;;;;;;;;;False
F-4172/20;;;;;;;;;;;;;;;;False
F-21446/24;;;;;;;;;;;;;;;;False
F-25921/21;;;;;;;;;;;;;;;;False
F-24874/24;;;;;;;;;;;;;;;;False
F-24884/24;;;;;;;;;;;;;;;;False
F-10028/21;;;;;;;;;;;;;;;;False
F-12467/22;;;;;;;;;;;;;;;;False
F-2869/20;;;;;;;;;;;;;;;;False
F-21718/20;;;;;;;;;;;;;;;;False
F-21839/20;;;;;;;;;;;;;;;;False
F-21840/20;;;;;;;;;;;;;;;;False
F-23971/23;;;;;;;;;;;;;;;;False
F-21841/20;;;;;;;;;;;;;;;;False
F-25296/20;;;;;;;;;;;;;;;;False
F-27276/23;;;;;;;;;;;;;;;;False
F-26417/21;;;;;;;;;;;;;;;;False
F-26416/21;;;;;;;;;;;;;;;;False
F-27273/23;;;;;;;;;;;;;;;;False
F-16264/22;;;;;;;;;;;;;;;;False
F-9663/21;;;;;;;;;;;;;;;;False
F-28071/24;;;;;;;;;;;;;;;;False
F-24491/23;;;;;;;;;;;;;;;;False
F-15315/20;;;;;;;;;;;;;;;;False
F-22114/20;;;;;;;;;;;;;;;;False
F-22218/20;;;;;;;;;;;;;;;;False
F-16212/22;;;;;;;;;;;;;;;;False
F-24770/24;;;;;;;;;;;;;;;;False
F-15685/21;;;;;;;;;;;;;;;;False
F-15729/21;;;;;;;;;;;;;;;;False
F-25005/24;;;;;;;;;;;;;;;;False
F-25009/24;;;;;;;;;;;;;;;;False
F-25001/24;;;;;;;;;;;;;;;;False
F-19453/22;;;;;;;;;;;;;;;;False
F-26760/22;;;;;;;;;;;;;;;;False
F-19322/22;;;;;;;;;;;;;;;;False
F-5291/05;;;;;;;;;;;;;;;;False
F-5292/05;;;;;;;;;;;;;;;;False
F-540/98;;;;;;;;;;;;;;;;False
F-2727/04;;;;;;;;;;;;;;;;False
F-2728/04;;;;;;;;;;;;;;;;False
F-5394/10;;;;;;;;;;;;;;;;False
F-564/98;;;;;;;;;;;;;;;;False
F-565/98;;;;;;;;;;;;;;;;False
F-7396/16;;;;;;;;;;;;;;;;False
F-563/98;;;;;;;;;;;;;;;;False
F-13483/09;;;;;;;;;;;;;;;;False
F-7397/16;;;;;;;;;;;;;;;;False
F-16434/17;;;;;;;;;;;;;;;;False
F-16436/17;;;;;;;;;;;;;;;;False
F-16435/17;;;;;;;;;;;;;;;;False
F-20299/18;;;;;;;;;;;;;;;;False
F-20300/18;;;;;;;;;;;;;;;;False
F-14235/14;;;;;;;;;;;;;;;;False
F-14236/14;;;;;;;;;;;;;;;;False
F-15793/11;;;;;;;;;;;;;;;;False
F-15968/12;;;;;;;;;;;;;;;;False
F-6581/10;;;;;;;;;;;;;;;;False
F-5510/10;;;;;;;;;;;;;;;;False
F-9316/11;;;;;;;;;;;;;;;;False
F-3207/15;;;;;;;;;;;;;;;;False
F-3208/15;;;;;;;;;;;;;;;;False
F-9240/06;;;;;;;;;;;;;;;;False
F-9241/06;;;;;;;;;;;;;;;;False
F-14445/09;;;;;;;;;;;;;;;;False
F-8153/06;;;;;;;;;;;;;;;;False
F-823/03;;;;;;;;;;;;;;;;False
F-822/03;;;;;;;;;;;;;;;;False
F-821/03;;;;;;;;;;;;;;;;False
F-824/03;;;;;;;;;;;;;;;;False
F-15331/05;;;;;;;;;;;;;;;;False
F-8154/06;;;;;;;;;;;;;;;;False
F-8156/06;;;;;;;;;;;;;;;;False
F-8155/01;;;;;;;;;;;;;;;;False
F-9523/16;;;;;;;;;;;;;;;;False
F-9524/11;;;;;;;;;;;;;;;;False
F-8309/11;;;;;;;;;;;;;;;;False
F-8311/11;;;;;;;;;;;;;;;;False
F-7878/01;;;;;;;;;;;;;;;;False
F-16083/07;;;;;;;;;;;;;;;;False
F-16366/17;;;;;;;;;;;;;;;;False
F-7572/11;;;;;;;;;;;;;;;;False
F-16732/13;;;;;;;;;;;;;;;;False
F-12156/07;;;;;;;;;;;;;;;;False
F-12158/07;;;;;;;;;;;;;;;;False
F-12157/07;;;;;;;;;;;;;;;;False
F-16426/12;;;;;;;;;;;;;;;;False
F-16425/12;;;;;;;;;;;;;;;;False
F-16680/08;;;;;;;;;;;;;;;;False
F-4046/05;;;;;;;;;;;;;;;;False
F-11082/11;;;;;;;;;;;;;;;;False
F-11081/11;;;;;;;;;;;;;;;;False
F-14916/15;;;;;;;;;;;;;;;;False
F-22409/16;;;;;;;;;;;;;;;;False
F-17873/14;;;;;;;;;;;;;;;;False
F-7532/11;;;;;;;;;;;;;;;;False
F-7533/11;;;;;;;;;;;;;;;;False
F-16831/13;;;;;;;;;;;;;;;;False
F-16832/13;;;;;;;;;;;;;;;;False
F-7785/21;;;;;;;;;;;;;;;;False
F-14237/04;;;;;;;;;;;;;;;;False
F-10035/01;;;;;;;;;;;;;;;;False
F-16779/13;;;;;;;;;;;;;;;;False
F-20031/13;;;;;;;;;;;;;;;;False
F-16152/17;;;;;;;;;;;;;;;;False
F-8698/11;;;;;;;;;;;;;;;;False
F-8313/01;;;;;;;;;;;;;;;;False
F-7873/11;;;;;;;;;;;;;;;;False
F-9662/11;;;;;;;;;;;;;;;;False
F-9025/11;;;;;;;;;;;;;;;;False
F-5571/00;;;;;;;;;;;;;;;;False
F-17856/09;;;;;;;;;;;;;;;;False
F-6508/10;;;;;;;;;;;;;;;;False
F-4439/10;;;;;;;;;;;;;;;;False
F-3229/10;;;;;;;;;;;;;;;;False
F-15910/12;;;;;;;;;;;;;;;;False
F-11423/01;;;;;;;;;;;;;;;;False
F-11133/11;;;;;;;;;;;;;;;;False
F-11134/11;;;;;;;;;;;;;;;;False
F-11422/01;;;;;;;;;;;;;;;;False
F-13577/04;;;;;;;;;;;;;;;;False
F-12438/07;;;;;;;;;;;;;;;;False
F-18848/11;;;;;;;;;;;;;;;;False
F-18438/10;;;;;;;;;;;;;;;;False
F-16942/13;;;;;;;;;;;;;;;;False
F-3230/10;;;;;;;;;;;;;;;;False
F-3610/00;;;;;;;;;;;;;;;;False
F-6506/15;;;;;;;;;;;;;;;;False
F-5572/00;;;;;;;;;;;;;;;;False
F-9024/11;;;;;;;;;;;;;;;;False
F-4440/10;;;;;;;;;;;;;;;;False
F-5573/00;;;;;;;;;;;;;;;;False
F-6507/10;;;;;;;;;;;;;;;;False
F-9026/11;;;;;;;;;;;;;;;;False
F-9722/11;;;;;;;;;;;;;;;;False
F-7901/06;;;;;;;;;;;;;;;;False
F-11137/11;;;;;;;;;;;;;;;;False
F-11138/11;;;;;;;;;;;;;;;;False
B-1107/06;;;;;;;;;;;;;;;;False
F-3868/15;;;;;;;;;;;;;;;;False
F-7588/06;;;;;;;;;;;;;;;;False
F-5401/00;;;;;;;;;;;;;;;;False
F-5402/00;;;;;;;;;;;;;;;;False
F-18971/11;;;;;;;;;;;;;;;;False
F-273/12;;;;;;;;;;;;;;;;False
F-14026/04;;;;;;;;;;;;;;;;False
F-5736/10;;;;;;;;;;;;;;;;False
F-11189/11;;;;;;;;;;;;;;;;False
F-13018/13;;;;;;;;;;;;;;;;False
F-5781/05;;;;;;;;;;;;;;;;False
F-5782/05;;;;;;;;;;;;;;;;False
F-5490/15;;;;;;;;;;;;;;;;False
F-2773/19;;;;;;;;;;;;;;;;False
F-2774/19;;;;;;;;;;;;;;;;False
F-5984/00;;;;;;;;;;;;;;;;False
F-2772/99;;;;;;;;;;;;;;;;False
F-2877/15;;;;;;;;;;;;;;;;False
F-10015/11;;;;;;;;;;;;;;;;False
F-16084/17;;;;;;;;;;;;;;;;False
F-16085/17;;;;;;;;;;;;;;;;False
F-17408/19;;;;;;;;;;;;;;;;False
F-3671/00;;;;;;;;;;;;;;;;False
F-18117/15;;;;;;;;;;;;;;;;False
F-14881/15;;;;;;;;;;;;;;;;False
F-9317/01;;;;;;;;;;;;;;;;False
F-7511/16;;;;;;;;;;;;;;;;False
F-5574/00;;;;;;;;;;;;;;;;False
F-4060/05;;;;;;;;;;;;;;;;False
F-4059/05;;;;;;;;;;;;;;;;False
F-17984/10;;;;;;;;;;;;;;;;False
F-1778/09;;;;;;;;;;;;;;;;False
F-1255/13;;;;;;;;;;;;;;;;False
F-9175/01;;;;;;;;;;;;;;;;False
F-9176/01;;;;;;;;;;;;;;;;False
F-2096/14;;;;;;;;;;;;;;;;False
F-2098/14;;;;;;;;;;;;;;;;False
F-2097/19;;;;;;;;;;;;;;;;False
F-22192/15;;;;;;;;;;;;;;;;False
F-14146/14;;;;;;;;;;;;;;;;False
F-14147/14;;;;;;;;;;;;;;;;False
F-12891/13;;;;;;;;;;;;;;;;False
F-12893/13;;;;;;;;;;;;;;;;False
F-19381/12;;;;;;;;;;;;;;;;False
F-2026/09;;;;;;;;;;;;;;;;False
F-20057/13;;;;;;;;;;;;;;;;False
F-20056/13;;;;;;;;;;;;;;;;False
F-3392/10;;;;;;;;;;;;;;;;False
F-7108/10;;;;;;;;;;;;;;;;False
F-20914/19;;;;;;;;;;;;;;;;False
F-20916/19;;;;;;;;;;;;;;;;False
F-23535/17;;;;;;;;;;;;;;;;False
F-23534/17;;;;;;;;;;;;;;;;False
F-20915/19;;;;;;;;;;;;;;;;False
F-19063/11;;;;;;;;;;;;;;;;False
F-6055/00;;;;;;;;;;;;;;;;False
F-12320/12;;;;;;;;;;;;;;;;False
F-9729/11;;;;;;;;;;;;;;;;False
F-22226/15;;;;;;;;;;;;;;;;False
F-22227/15;;;;;;;;;;;;;;;;False
F-9728/16;;;;;;;;;;;;;;;;False
F-9730/11;;;;;;;;;;;;;;;;False
F-442/98;;;;;;;;;;;;;;;;False
